"id","Дата рождения","активность","пол","фамилия","имя","Последняя авторизация","должность","цфо","Дата регистрации","Дата изменения","подразделения","E-Mail","логин","компания","Город проживания"
4492,"",Да,"","","","",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4493,"",Да,"","","","",Младший аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4494,"",Да,"","","","",-,"","","",. . . . . . Data Platform группа #1,"","","",""
4496,"",Нет,"","","","",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4498,"",Нет,"","","","",Менеджер по продажам,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4500,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #3,"","","",""
4502,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4503,"",Да,"","","","",Младший системный аналитик,DAR,"","",. . . . Направление DG&DQ,"","","",""
4504,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #3,"","","",""
4506,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4507,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4508,"",Да,"","","","",Младший системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
4509,"",Да,"","","","",Младший системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4510,"",Нет,"","","","",Младший системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
4512,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #3,"","","",""
4515,"",Да,"","","","",Руководитель группы разработки,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4516,"",Да,"","","","",Младший инженер по тестированию,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
4518,"",Да,"","","","",Менеджер по продажам,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4524,"",Да,"","","","",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4540,"",Нет,"","","","",Ведущий бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика общей практики: Центр компетенций,"","","",""
4547,"",Да,"","","","",Ведущий бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4549,"",Да,"","","","",Старший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4563,"",Да,"","","","",Аналитик технической поддержки,DAR,"","",. . . . Группа технической поддержки РЖД / Support,"","","",""
4570,"",Да,"","","","",Менеджер по продажам,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4578,"",Да,"","","","",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4582,"",Да,"","","","",Менеджер проектного офиса,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4583,"",Да,"","","","",Младший инженер по тестированию,DAR,"","",. . . . Направление DWH&ML,"","","",""
4591,"",Да,"","","","",Директор по работе с клиентами,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4594,"",Да,"","","","",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4623,"",Нет,"","","","",Директор по работе с клиентами,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4626,"",Да,"","","","",Администратор проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4627,"",Нет,"","","","",Архитектор,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4630,"",Да,"","","","",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4631,"",Да,"","","","",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4633,"",Да,"","","","",Операционный руководитель направления,DAR,"","",. . . . . Группа Центров Компетенций 2 / . . . . Направление BI,"","","",""
4635,"",Да,"","","","",Сотрудник,"","","",. . . . A2 Consulting,"","","",""
4637,"",Нет,"","","","",Младший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4642,"",Да,"","","","",Аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4646,"",Да,"","","","",Инженер по тестированию,DAR,"","",. . . . Направление DWH&ML,"","","",""
4647,"",Да,"","","","",Младший специалист по работе с персоналом,DAR,"","",. . . Группа управления персоналом,"","","",""
4649,"",Да,"","","","",Менеджер по развитию бизнеса,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4653,"",Да,"","","","",Менеджер по развитию бизнеса,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4658,"",Да,"","","","",Младший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4662,"",Да,"","","","",Консультант,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4663,"",Да,"","","","",Разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4664,"",Да,"","","","",Младший разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4665,"",Да,"","","","",старший системный аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4666,"",Да,"","","","",Младший системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4672,"",Да,"","","","",Руководитель проектов,"","","",. . . . . Группа управления проектами,"","","",""
4673,"",Да,"","","","",Руководитель портфеля проектов,"","","",. . . . . Группа управления проектами,"","","",""
